"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         188,      -5.474762509,      -2.962111951,      -3.166031106,      -3.194486609,    -0.01433449644
          0,           0,         189,        -5.4745392,      -2.960643396,      -3.169854985,      -3.194838823,    -0.01393118902
          0,           0,         190,      -5.471065198,       -2.94988854,      -3.172221835,      -3.195492775,   -0.007997962242
          0,           0,         191,      -5.465733044,      -2.940198587,      -3.175076812,      -3.196368272,   -0.002648717253
          0,           0,         192,      -5.456106729,      -2.904932814,      -3.178064939,      -3.197456282,     0.01622163635
          0,           0,         193,      -5.451430908,      -2.903608894,      -3.181618284,        -3.1968148,     0.01663336794
          0,           0,         194,      -5.459866985,      -2.918197227,       -3.18362599,      -3.200903187,    0.007720094403
          0,           0,         195,      -5.461777238,      -2.922002663,      -3.185080443,      -3.203374845,    0.005911807521
          0,           0,         196,      -5.465332287,      -2.924466169,      -3.187549094,      -3.206272436,    0.002324204954
          0,           0,         197,      -5.466299224,      -2.925363412,      -3.190255639,      -3.209401003,   0.0007207606182
          0,           0,         198,      -5.469124627,      -2.925675016,       -3.19108643,      -3.212220905,   -0.001629244239
          0,           0,         199,      -5.469032724,      -2.926300065,       -3.19182233,      -3.214013284,   -0.002188118102
          0,           0,         200,      -5.471933879,      -2.926190917,      -3.192645176,      -3.220009289,   -0.004539209974
          0,           0,         201,      -5.473593765,      -2.928642397,      -3.194268506,       -3.22444218,   -0.007147391963
          0,           0,         202,      -5.476025589,      -2.927692254,      -3.194387603,      -3.228893779,   -0.009015837189
          0,           0,         203,      -5.476271351,       -2.92913539,      -3.194053599,      -3.233527157,   -0.009996132059
          0,           0,         204,      -5.479065211,      -2.928533958,      -3.194678501,      -3.237589599,    -0.01217303211
          0,           0,         205,      -5.480668338,      -2.931224464,      -3.194986712,      -3.240776194,    -0.01464413083
          0,           0,         206,      -5.483046543,      -2.930139289,      -3.194223818,      -3.247962946,    -0.01633982038
          0,           0,         207,      -5.483053231,      -2.931622262,      -3.193486771,      -3.253002405,    -0.01690529503
          0,           0,         208,      -5.485772589,      -2.930995306,      -3.193618461,      -3.257695997,    -0.01885773086
          0,           0,         209,      -5.487061779,      -2.933585213,      -3.193474507,      -3.262516987,    -0.02078264324
          0,           0,         210,      -5.489342189,      -2.932448516,      -3.192341692,      -3.266956035,    -0.02215177808
          0,           0,         211,      -5.489011339,      -2.933736322,      -3.191248781,      -3.269751193,    -0.02208862886
          0,           0,         212,      -5.491575513,      -2.932983829,      -3.191224412,      -3.275523468,    -0.02365346173
          0,           0,         213,      -5.492564873,      -2.935278642,      -3.191146391,      -3.279400643,    -0.02499207045
          0,           0,         214,      -5.494634384,      -2.933931373,      -3.190014119,      -3.282828486,    -0.02594365882
          0,           0,         215,      -5.493978233,      -2.934789659,      -3.188976532,      -3.285866856,    -0.02531437515
          0,           0,         216,       -5.49630959,      -2.933752014,       -3.18898078,      -3.288143942,    -0.02644651344
          0,           0,         217,      -5.497044213,      -2.935575929,      -3.189292001,      -3.289111702,    -0.02732763906
          0,           0,         218,      -5.498795011,      -2.933884009,      -3.188397797,      -3.292548446,    -0.02781014317
          0,           0,         219,      -5.497966117,      -2.934326481,      -3.187811078,      -3.294139511,    -0.02684884481
          0,           0,         220,      -5.499914692,      -2.932886307,      -3.188072987,      -3.295111543,     -0.0275367535
          0,           0,         221,      -5.500602884,      -2.934353085,      -3.188759648,      -3.295812184,    -0.02819934495
          0,           0,         222,      -5.501829898,      -2.932196095,      -3.188189673,       -3.29587706,    -0.02820800871
          0,           0,         223,      -5.501007645,      -2.932386372,      -3.187832984,      -3.296110172,    -0.02713912437
          0,           0,         224,      -5.502357467,      -2.930469742,      -3.187945818,      -3.296219299,    -0.02733904046
          0,           0,         225,       -5.50312788,      -2.931752746,       -3.18920699,       -3.29602989,     -0.0280590753
          0,           0,         226,       -5.50366741,      -2.929126905,       -3.18902861,      -3.295435422,    -0.02755689976
          0,           0,         227,      -5.502835361,      -2.929156224,      -3.188926592,      -3.294548134,    -0.02659559212
          0,           0,         228,      -5.503436189,      -2.926770545,      -3.189362698,       -3.29404268,    -0.02630065578
          0,           0,         229,      -5.504273954,      -2.927987255,      -3.190778008,      -3.293803878,    -0.02730300477
          0,           0,         230,      -5.504113812,      -2.924957578,      -3.191064207,      -3.293431898,    -0.02636103009
          0,           0,         231,       -5.50309863,      -2.924790129,      -3.191527579,      -3.293107224,    -0.02544350821
          0,           0,         232,      -5.503074443,      -2.922127552,      -3.192041501,      -3.292674952,    -0.02477425537
          0,           0,         233,      -5.503886966,      -2.923288887,      -3.193814907,      -3.292398489,    -0.02603336772
          0,           0,         234,      -5.503057097,      -2.920010288,       -3.19432993,      -3.292733006,    -0.02471225202
          0,           0,         235,       -5.50175782,      -2.919639719,      -3.194638194,      -3.293372524,    -0.02384031052
          0,           0,         236,      -5.501089034,      -2.916759196,      -3.194674838,      -3.293857136,    -0.02281835258
          0,           0,         237,      -5.501889656,      -2.917893499,      -3.197096899,      -3.294821125,    -0.02441946079
          0,           0,         238,      -5.500368358,      -2.914342755,      -3.197856017,      -3.295975484,    -0.02263895287
          0,           0,         239,      -5.498933934,      -2.913838285,      -3.198498576,      -3.297319758,    -0.02189088401
          0,           0,         240,      -5.497575321,      -2.910636211,      -3.199435452,      -3.298498542,    -0.02031355325
          0,           0,         241,      -5.498723371,      -2.911926125,       -3.20169695,       -3.29986748,    -0.02248984313
          0,           0,         242,      -5.496391109,       -2.90798459,      -3.202211946,      -3.301837516,       -0.01998686
          0,           0,         243,      -5.495013203,      -2.907120123,      -3.203183608,       -3.30484148,    -0.01934983004
          0,           0,         244,      -5.492601394,      -2.902895253,      -3.204272306,       -3.30760526,    -0.01676072322
          0,           0,         245,      -5.492701889,      -2.902247175,      -3.206714325,      -3.310192385,    -0.01795118766
          0,           0,         246,      -5.489603883,      -2.897962672,      -3.207561425,      -3.312447042,     -0.0151757462
          0,           0,         247,      -5.484008986,      -2.889628148,      -3.208964141,      -3.312025823,   -0.009977472815
          0,           0,         248,      -5.461961372,      -2.858999293,      -3.208579408,      -3.316321124,    0.006166240936
          0,           0,         249,      -5.397260091,      -2.744090588,      -3.213102595,      -3.320084242,     0.07727339537
          0,           0,         250,      -5.261194001,       -2.56737149,      -3.214000547,      -3.323754996,      0.2131868219
          0,           0,         251,       -5.23488784,      -2.523814552,      -3.215812159,      -3.323929117,      0.2637950981
          0,           0,         252,      -5.263007347,      -2.558820191,      -3.216269463,      -3.324756975,      0.2514983126
          0,           0,         253,      -5.275774682,      -2.563831705,      -3.220594686,        -3.3262246,      0.2443455695
          0,           0,         254,      -5.269182714,      -2.564470854,      -3.222969652,      -3.331248226,      0.2433658805
          0,           0,         255,      -5.276632207,      -2.568499237,      -3.225176342,      -3.330940204,      0.2399198686
          0,           0,         256,      -5.268731416,      -2.563006102,      -3.226976304,       -3.33186287,      0.2429382775
          0,           0,         257,      -5.275149709,      -2.568013517,      -3.231927107,      -3.326909044,      0.2393120926
          0,           0,         258,      -5.275448206,       -2.56927415,       -3.23508491,      -3.328744087,      0.2380176189
          0,           0,         259,      -5.276339902,      -2.569312655,      -3.237957455,      -3.331104907,      0.2387861747
          0,           0,         260,      -5.273466957,      -2.566782209,      -3.241261196,       -3.33186181,        0.23971762
          0,           0,         261,      -5.278726967,      -2.573208184,      -3.241226493,      -3.331135857,      0.2348971894
          0,           0,         262,      -5.281276072,      -2.575228787,       -3.24532138,      -3.329750665,      0.2312163102
          0,           0,         263,      -5.282566034,      -2.578055684,      -3.248173988,      -3.325840981,      0.2306623719
          0,           0,         264,      -5.284590859,      -2.578867829,       -3.25000686,      -3.322618489,      0.2280615926
          0,           0,         265,      -5.284253577,      -2.579108274,      -3.250515503,      -3.321981069,       0.229591328
          0,           0,         266,      -5.284365375,      -2.578324508,      -3.255224797,      -3.319525077,      0.2288348754
          0,           0,         267,      -5.280451822,      -2.574410625,      -3.257097332,      -3.317093808,      0.2349786017
          0,           0,         268,      -5.276530452,      -2.571009571,      -3.253844159,      -3.316764031,      0.2367756879
          0,           0,         269,      -5.281876308,      -2.575968272,      -3.257512588,      -3.314521182,      0.2331996248
          0,           0,         270,      -5.287070916,      -2.580932179,      -3.260195206,      -3.311699658,      0.2279335168
