"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Turb_Kin_Energy","Omega","Grid_Velocity_x","Grid_Velocity_y","Grid_Velocity_z"
17, -2.521296116000000e-02, 1.029725889000000e-02, -1.050137136000000e-02, 1.163670195413595e+00, 0.000000000000000e+00, -9.274835550175399e+01, -9.094562943094670e+01, 2.253222117470261e+05, 1.000000000000000e-10, 1.382721093439839e+05, 0.000000000000000e+00, -7.972832471498178e+01, -7.817866565344976e+01
18, -2.521296116000000e-02, 1.057966990000000e-02, -1.021679626000000e-02, 1.260856511767245e+00, 0.000000000000000e+00, -9.779406987359587e+01, -1.012674571470978e+02, 2.256381221454285e+05, 1.000000000000000e-10, 1.192915345546584e+05, 0.000000000000000e+00, -7.756777870619857e+01, -8.032278149665578e+01
19, -2.521296116000000e-02, 1.093736580000000e-02, -9.832922775000001e-03, 1.304170655859235e+00, 0.000000000000000e+00, -9.734381719824798e+01, -1.082775652192152e+02, 2.233229318885008e+05, 1.000000000000000e-10, 1.109206675028429e+05, 0.000000000000000e+00, -7.465334126632962e+01, -8.303847394164876e+01
20, -2.521296116000000e-02, 1.135240679000000e-02, -9.350679182999999e-03, 1.126409397775074e+00, 0.000000000000000e+00, -7.995921491913691e+01, -9.707632104643015e+01, 2.205682637488988e+05, 1.000000000000000e-10, 1.435701790772674e+05, 0.000000000000000e+00, -7.099206005108314e+01, -8.618954075819714e+01
21, -2.521296116000000e-02, 1.178679118000000e-02, -8.796811618000000e-03, 1.047397605121459e+00, 0.000000000000000e+00, -6.994499254663178e+01, -9.371884462625823e+01, 2.198660410536844e+05, 1.000000000000000e-10, 1.633735213283357e+05, 0.000000000000000e+00, -6.678699658293280e+01, -8.948746619191300e+01
22, -2.521296116000000e-02, 1.219417817000000e-02, -8.222795133000000e-03, 1.006595096778309e+00, 0.000000000000000e+00, -6.283249332048489e+01, -9.317885293535109e+01, 2.197966441301172e+05, 1.000000000000000e-10, 1.755967569182734e+05, 0.000000000000000e+00, -6.242895884300923e+01, -9.258042244590257e+01
23, -2.521296116000000e-02, 1.253840486000000e-02, -7.687700859000000e-03, 9.894874134823387e-01, 0.000000000000000e+00, -5.774586042086460e+01, -9.418173134276093e+01, 2.208857237101912e+05, 1.000000000000000e-10, 1.820618715296412e+05, 0.000000000000000e+00, -5.836642562062451e+01, -9.519385419448550e+01
24, -2.521296116000000e-02, 1.280464265000000e-02, -7.235569617000000e-03, 1.046994246501334e+00, 0.000000000000000e+00, -5.750819012563096e+01, -1.017710923928994e+02, 2.233766706097486e+05, 1.000000000000000e-10, 1.662670525796826e+05, 0.000000000000000e+00, -5.493376285304822e+01, -9.721518000469084e+01
25, -2.521296116000000e-02, 1.299710578000000e-02, -6.883863914000000e-03, 1.106989130050564e+00, 0.000000000000000e+00, -5.784782734436251e+01, -1.092198132517958e+02, 2.243173863113174e+05, 1.000000000000000e-10, 1.510988436963295e+05, 0.000000000000000e+00, -5.226354907509313e+01, -9.867639515443312e+01
26, -2.521296116000000e-02, 1.312979026000000e-02, -6.627288181000000e-03, 1.111733860962999e+00, 0.000000000000000e+00, -5.592978163913914e+01, -1.108064538848361e+02, 2.238674853025319e+05, 1.000000000000000e-10, 1.498808528577488e+05, 0.000000000000000e+00, -5.031557936205858e+01, -9.968375990170537e+01
